CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
AUS;Austria;Autriche;Österreich;;Austria;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_democracy1;East Austria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_democracy1_ADJ;East Austrian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_proletarian_dictatorship1;East Austria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_proletarian_dictatorship1_ADJ;East Austrian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_proletarian_dictatorship1;East Austria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_proletarian_dictatorship1_ADJ;East Austrian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_absolute_monarchy;Austrian Empire;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_hms_government;Kingdom of Austria;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_hms_government1;Kingdom of Austria;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_nationalist_dictatorship;German Republic of Austria;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_sectarian_dictatorship;Republic of Greater Austria;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_communist;Communists;Communistes;Communists;;Comunistas;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_conservative;Metternich's Faction;Faction de Metternich;Metternich-Fraktion;;Facción de Metternich;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_conservative_2;Kolovrat's Faction;Faction de Kolovrat;Kolovrat-Fraktion;;Facción de Kolovrat;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_conservative_3;Bach's Faction;Faction de Bach;Bach's Faction;;Facción de Bach;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_conservative_4;The Iron Ring;Iron Ring;The Iron Ring;;El Anillo de Hierro;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_conservative_5;Conservatives;Conservateurs;Conservatives;;Conservadores;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_liberal;Federalists;Fédéralistes;Föderalisten;;Federalistas;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_liberal_2;Federalist Great Proprietors;Grands propriétaires fédéralistes;Federalist Great Proprietors;;Grandes Propietarios Federalistas;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_populist;Neo-absolutists;Néo-absolutistes;Neo-Absolutisten;;Neoabsolutistas;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_progressive;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_socialist;Radicals;Radicaux;Radikale;;Radicales;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_socialist_2;Socialists;Socialistes;Socialists;;Socialistas;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_socialist_3;Social Democratic Party;Parti social-démocrate;Social Democratic Party;;Partido Socialdemócrata;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_traditionalist;DNSAP;DNSAP;DNSAP;;DNSAP;;;;;;;;;x;;;;;;;;;;;;;;;;
AUS_traditionalist_2;German Radicals;Radicaux allemands;German Radicals;;Radicales alemanes;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA;Awadh;Avadh;Awadh;;Awadh;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_ADJ;Awadhi;Awadhi;Awadhisch;;Awadhí;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_populist;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
AWA_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
AZA;Azawad;;;;;;;;;;;;x
AZA_ADJ;Azawadian;;;;;;;;;;;;x
AZA_communist;Communist Party;;;;;;;;;;;;x
AZA_conservative;Conservative Party;;;;;;;;;;;;x
AZA_liberal;Justice and Freedom Party;;;;;;;;;;;;x
AZA_populist;Populist Party;;;;;;;;;;;;x
AZA_progressive;Progressive Party;;;;;;;;;;;;x
AZA_socialist;Social Democratic Party;;;;;;;;;;;;x
AZA_traditionalist;Muslim Brotherhood;;;;;;;;;;;;x
AZB;Azerbaijan;Azerbaïdjan;Aserbaidschan;;Azerbaiyán;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_ADJ;Azerbaijani;Azerbaïdjanais;Aserbaidschanisch;;azerí;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_communist;Bolshevik Party;Parti bolchevique;Bolschewistische Partei ;;Partido Bolchevique;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_conservative;Ittihad;Ittihad;Ittihad;;Ittihad;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_liberal;Musavat;Musavat;Musavat;;Musavat;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_populist;Nationalist Party;Parti nationaliste;Nationalistische Partei;;Partido Nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_progressive;Freedom Party;Parti de la liberté;Freiheitspartei;;Partido Libertario;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_socialist;Muslim Social Democratic Party;Parti social-démocrate musulman;Muslimische sozialdemokratische Partei;;Partido Democrático Social Musulmán;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB_traditionalist;National Front;Front national;Nationale Front;;Frente Nacional;;;;;;;;;x;;;;;;;;;;;;;;;;
AZK;Pashtunistan;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_ADJ;Pashtun;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZK_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO;Azores;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_ADJ;Azorean;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_conservative_2;Partido Regenerador;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_liberal_2;Partido Histï¿½rico;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_liberal_3;Partido Progressista;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_liberal_4;Partido Reformista;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_liberal_5;Partido Republicano;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_liberal_6;Regenerador Liberal;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_liberal_7;Partido Democrï¿½tico;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AZO_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALS;Alsace;Alsace;Elsass;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ALS_ADJ;Alsatian;Alsacien;Elsassisch;;;;;;;;;;;x;;;;;;;;;;;;;;;;
SNT_ADJ;Sentinelese;Sentinelese;Sentinelese;;;;;;;;;;;x;
SNT;Andaman Islands;Andaman Islands;Andaman Islands;;;;;;;;;;;x;
AAB;Antigua and Barbuda;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_ADJ;Antiguan;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_conservative_2;Trinitarios;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_conservative_3;Partido Rojo;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_conservative_4;Horacistas;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_liberal_2;Partido Azï¿½l;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_liberal_3;Partido Restaurador;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_liberal_4;Partido Verde;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_liberal_5;Jimenistas;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AAB_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK;Abkhazia;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_ADJ;Abkhazian;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABK_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ABU;Abu Dhabi;Abu Dhabi;Abu Dhabi;;Abu Dhabi;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_ADJ;Abu Dhabian;Abu-dhabien;Abu Dhabisch;;Abu Dhabí;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_conservative;Sheikhs Council;Conseil des Cheikhs;Scheichrat;;Consejo de jeques;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_conservative_2;Trucial Sheiks;Sheiks Trucial;Befriedete Scheichs;;Jeques truciales;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_populist;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
ABU_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
ABZ;Ambazonia;;;;;;;;;;;;x
ABZ_ADJ;Ambazonian;;;;;;;;;;;;x
ABZ_absolute_monarchy;Southern Cameroons;;;;;;;;;;;;x
ABZ_absolute_monarchy_ADJ;South Cameroonian;;;;;;;;;;;;x
ABZ_colonial_government;Southern Cameroons;;;;;;;;;;;;x
ABZ_colonial_government_ADJ;South Cameroonian;;;;;;;;;;;;x
ABZ_communist;Communist Party;;;;;;;;;;;;x
ABZ_conservative;Conservative Party;;;;;;;;;;;;x
ABZ_hms_government;Southern Cameroons;;;;;;;;;;;;x
ABZ_hms_government_ADJ;South Cameroonian;;;;;;;;;;;;x
ABZ_liberal;Justice and Freedom Party;;;;;;;;;;;;x
ABZ_populist;Populist Party;;;;;;;;;;;;x
ABZ_progressive;Progressive Party;;;;;;;;;;;;x
ABZ_socialist;Social Democratic Party;;;;;;;;;;;;x
ABZ_traditionalist;Muslim Brotherhood;;;;;;;;;;;;x
ADJ;Adjara;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_ADJ;Adjaran;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADJ_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL;Andalusia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_ADJ;Andalusian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ADL_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_conservative_2;Uniï¿½n Liberal;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_conservative_4;Nacionalista Vasco;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_conservative_5;Uniï¿½n Nacional;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_liberal_2;Republicano Federal;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_liberal_3;Republicano Unitario;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_liberal_4;Radical Republicano;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_liberal_5;Uniï¿½n Republicana;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_liberal_6;Republicano Reformista;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADL_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO;Andorra;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_ADJ;Andorran;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ADO_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH;Atjeh;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_ADJ;Atjehan;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AEH_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AFG;Afghanistan;Afghanistan;Afghanistan;;Afganistán;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_ADJ;Afghan;Afghan;Afghanisch;;Afgana;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_conservative;Amir Faction;Faction Amir;Amir-Fraktion;;Facción Amir;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_liberal;Pashah Faction;Faction Pashah;Pascha-Fraktion;;Facción Bajá;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_liberal_2;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_nationalist;Northern Alliance;;;;;;;;;;;;;x
AFG_populist;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
AFG_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
AKH;Astrakhan;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
AKH_ADJ;Astrakhanian;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA;Åland;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_ADJ;Ålandian;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_conservative_2;Svenska partiet;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_conservative_3;Maalaisliitto;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_conservative_4;Svenska folkpartiet;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_liberal_2;Edistyspuolue;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_liberal_3;Liberaler;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALA_traditionalist_2;Vikingar;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALB;Albania;Albanie;Albanien;;Albania;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_ADJ;Albanian;Albanais;Albanisch;;Alana;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_conservative;Pasha Faction;Faction Pasha;Pascha-Fraktion;;Facción bajá;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_conservative_2;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_liberal;National Assembly;Assemblée nationale;Nationalversammlung;;Asamblea Nacional;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_liberal_2;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_populist;League of Pirzen;Ligue de Pirzen;Liga von Prizren;;Liga de Pilzen;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALB_traditionalist_2;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD;Algeria;Algérie;Algerien;;Argel;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_ADJ;Algerian;Algérien;Algerisch;;Argelina;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_conservative;Bey Faction;Faction Bey;Bey-Fraktion;;Facción bey;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_liberal;Conceil Général;Conseil général;Conseil Général;;Conceil Général;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_liberal_2;Jeunesse Algérienne;Jeunesse algérienne;Jeunesse Algérienne;;Jeunesse Algérienne;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_liberal_3;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_populist;Amir Faction;Faction Amir;Amir-Fraktion;;Facción Amir;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
